2018-02-08T20:01:19.296Z	1	21	[25,1008,135,1028,1398,1518,1440,2715,48,1176,2688,2215,1021,445,821,9,1236,163,948,35,1226,2250,83,530,1353,1121,2713,2603,223,2815,47,1268,2139,1492,1877,233,1102,750,2637,1653,1366,2144,1755,426,2074,2651,2988,1039,2949]
2018-02-08T20:00:37.247Z	1	234	[0,4,135,12,1028,1963,91,1398,7,393,112,1325,2297,1022,2230,2266,1485,10,1004,1040,138,2432,377,2141,68,590,1933,1352,39,2411,600,1567,1544,59,2233,1336,1539,830,2843,2643,1830,2372,643,2097]
2018-02-08T20:03:49.449Z	0	582	[91,1325,63,500,1185,2027,1651,2036,2807,2951,181,2341,295,905,1283,2428,638,2845,544,2239,2805,1525,976,843,1500,325,964,2740,825,1349,1610,2314,2258,1664,1379,1982,562,2933,513,118,1110,599,1331,1467,1354,2667,2058,483,1942]
2018-02-08T20:05:18.098Z	0	397	[893,11,949,283,1978,377,2783,831,1081,649,608,1295,57,1399,2358,886,1290,662,1484,722,578,117,2696,679,1500,2571,2267,2969,2392,723,2742,2025,1474,2743,1793,2426,2398,1334,1447,2444,1772,1453,1317,1472,1475,2057,1311,2450,1157,2330]
2018-02-08T04:03:50.940Z	0	189	[21,2215,197,2504,2783,2361,1933,111,2245,1431,957,1522,2410,1922,19,2381,662,1607,109,45,2308,52,55,2320,1761,2214,2954,520,937,2462,1850,1287,1390,1597,2363,2739,80,2331,2843,1298,2744,2827,1449,2876,2374,235,2553,1797,782,1555]
2018-02-08T20:01:20.405Z	0	142	[2434,1359,69,292,2779,2913,1695,1759,1713,2962,2936,1399,2100,908,2557,869,2953,2458,2243,2753,1173,437,245,493,695,176,611,2242,463,1303,2011,2257,1961,1384,2577,1402,727,2077,1336,1624,2995,2490,391,1108,2368,2694,2097,2719,1592]
2018-02-08T04:02:19.695Z	2	215	[238,256,771,918,559,215,642,63,527,632,371,173,567,542,505,788,898,79,45,475,349,244,498,805]
2018-02-08T03:59:33.243Z	2	593	[868,194,119,132,301,243,508,686,565,46,0,12,77,112,48,155,341,373,95,24,921,627,111,881,658,436,397,207,50,865,454,958,695]
2018-02-08T20:02:17.865Z	2	308	[48,21,112,444,533,14,921,280,984,43,240,897,31,515,920,532,63,598,835,633,292,119,776,209,682,306,802,439,211,620,272,896,319,990]
2018-02-08T20:04:48.901Z	1	492	[0,25,487,1744,1628,150,1356,134,2160,494,1228,292,767,2549,1631,1243,1269,1193,1462,159,2032,575,756,1399,706,787,1127,2628,157,2924,245,1662,397,2288,2724,607,2241,748,198,966,1488,793,2873,836,1891,2478,1354]
2018-02-08T20:03:23.175Z	2	713	[144,767,508,734,14,650,960,406,210,892,664,279,226,359,555,39,818,612,215,62,916,458,699,55,875]
2018-02-08T04:04:20.355Z	1	912	[4,1008,1000,5,1324,588,445,524,650,2627,31,560,1314,20,1351,201,601,956,1005,2442,871,2391,675,649,1149,1162,779,1152,2951,2525,2570,1845,2188,1064,2859,1360,809,1848,1880,637,666,954,1237]
2018-02-08T19:32:32.401Z	0	994	[2762,2215,1485,2375,646,2043,2603,420,1705,2095,2212,2451,2770,2012,750,2768,620,2370,790,2546,1361,1715,1953,2198,2272,1615,1969,338,1734,2030,2148,1988,1334,2928,714,1395,2046,387,1553,2776,2333,307,2197,2164,2709,1743,1191,1854,1141,2855]
2018-02-08T04:00:30.762Z	2	654	[130,521,249,912,560,57,960,533,0,651,641,351,931,919,164,673,765,594,637,491,668,338,412,892,705,830,992,994,545,547,34,452]
2018-02-08T20:00:37.466Z	1	25	[4,25,135,46,5,393,1851,2688,2862,2627,565,1288,1503,636,2832,1305,253,1373,555,2624,1933,963,2786,2831,1169,1387,476,1756,989,2515,1033,1290,620,1568,967,2183,1075,2795,1581,1211,1473,667,470,411]
2018-02-08T20:08:42.284Z	2	314	[58,255,18,893,77,48,444,251,868,892,111,973,13,177,3,114,380,802,557,852,766,88,683,172,519]
2018-02-08T20:08:42.739Z	0	891	[14,258,1392,2343,95,20,124,925,1220,2962,2786,756,971,1428,1177,174,2012,2497,2150,1096,1726,2793,961,1090,2605,2247,522,1890,2401,2292,1340,2431,2489,1007,287,2066,506,1308,2732,2331,1153,1861,453,1983,1545,2514,1436,2671,1106]
2018-02-08T20:05:17.613Z	2	717	[527,401,636,353,646,571,650,165,566,367,215,90,575,631,640,700,360,28,407,717,369,829,904,671,26,29,431,314,27,801,543,654]
2018-02-08T20:00:37.899Z	0	630	[389,1082,1497,37,1359,2072,1186,79,318,2562,1708,195,1774,281,2216,82,2103,1458,725,1490,2290,1446,953,1501,278,503,2313,171,1284,2881,336,218,2900,1965,2693,1861,388,2265,1312,1773,1801,1748,395,784,2778,1694,277,1706,2299,2855]
2018-02-08T20:05:44.787Z	2	487	[420,596,212,719,752,984,779,11,445,495,756,249,114,386,862,363,818,531,253,551,244,856,208,847,697,753,990,85]
2018-02-08T20:00:35.380Z	1	563	[0,1008,12,1398,165,1440,907,2297,1497,1289,1,3,2567,142,2998,140,56,1233,1279,1378,2224,1228,1443,81,1185,1903,1667,2675,1190,978,810,1365,72,2413,1510,183,448,999,1915,794,2816,553,2314,1671,2829]
2018-02-08T03:59:00.210Z	1	893	[25,135,12,18,1000,165,5,1167,324,1832,106,215,151,719,212,127,2669,2019,20,767,1329,2429,2389,2810,2602,1243,13,1036,1193,1838,521,814,2095,2831,1245,351,50,2154,1822,632,1624,2062,681,304,2022,2657,2876]
2018-02-08T03:59:34.993Z	0	190	[566,1485,1409,140,2518,107,2983,2958,2600,2480,2185,682,1815,2595,419,2745,2305,296,2752,2091,2050,2270,2118,1502,2465,1500,55,1550,1674,1634,1501,720,705,2420,570,698,1222,991,2544,582,2734,2623,2531,599,1319,434,1191,2282,1837,1320]
2018-02-08T20:00:39.292Z	0	121	[1851,2608,1698,2235,1431,1369,1902,2390,2400,706,2521,2004,2835,2408,1669,437,1762,109,493,114,900,2903,611,746,2418,850,1802,740,1701,148,1888,2167,539,469,2184,2038,1641,2145,378,1108,345,1930,2709,2584,1601,1355,693,1441,2974,615]
2018-02-08T04:01:52.438Z	1	299	[0,1008,135,46,1963,91,1398,616,5,2084,324,73,1325,2252,952,1485,140,28,37,446,1560,2935,742,134,758,1997,366,111,1070,2579,2905,2807,739,54,1766,2880,2458,2704,2040,1272,934,1802,2510,2639]
2018-02-08T20:00:38.147Z	0	850	[58,445,1392,2019,2141,2039,530,1181,468,486,2872,2136,2035,2243,2140,157,372,2569,1568,114,1715,712,2017,2144,772,585,2931,2257,1215,2369,1524,1455,1935,469,2543,349,2636,769,927,1937,653,2427,380,863,1926,1743,580,1927]
2018-02-08T04:01:25.239Z	0	831	[4,1277,1887,2209,1903,912,268,381,363,2403,957,1775,2562,1766,886,1535,1810,982,405,1360,1430,967,92,1618,583,2566,198,1812,1213,2313,1961,2236,2997,2838,246,1447,672,1217,2159,870,1199,691,345,2648,1823,2806,2854,880,315]
2018-02-08T04:01:52.222Z	1	427	[0,25,1000,58,487,566,22,1325,1744,893,2252,952,1409,1288,3,10,197,949,2424,2537,2864,831,2072,196,2896,384,2810,2268,2754,835,2319,993,802,115,1427,1290,1767,2634,245,330,1962,80,1989,2079,2475]
2018-02-08T20:10:18.668Z	0	538	[90,1887,1537,474,2343,2087,164,2956,199,256,466,2203,2201,224,686,2936,57,2358,2130,567,2746,2243,1599,2193,281,180,2542,2605,1224,1156,1188,2842,2756,671,2138,2283,2037,1789,1666,305,108,1472,1339,1621,875,1230,1066,1355,2511,452]
2018-02-08T19:35:38.413Z	2	296	[957,360,81,167,333,779,947,566,48,91,186,151,565,212,365,711,636,826,522,556,330,129,540,777,117,859,805,701,979]
2018-02-08T19:32:32.965Z	0	452	[1398,2862,849,35,2016,256,1197,2930,2245,1238,1650,525,920,2922,78,2357,1791,2770,2752,638,544,2482,2001,2377,2617,2790,1174,843,2393,92,1426,2714,311,917,1014,2699,399,2797,2644,352,1309,1079,1053,661,2306,1124,307,498,981,1821]
2018-02-08T20:01:18.925Z	2	705	[832,406,58,0,46,524,367,389,39,944,925,559,683,973,197,32,571,24,971,3,153,139,560,280,913,256,241,252,492,954,883,718,208,219]
2018-02-08T04:04:20.667Z	1	84	[0,135,46,1963,1028,1398,487,7,1167,32,1175,77,952,1040,2998,2620,446,2070,2537,987,2412,95,1005,43,366,2522,574,1431,710,2848,923,1342,1477,392,2150,245,2226,343,1994,439,1089,2490,745,2046,2961,2483,622]
2018-02-08T20:11:53.275Z	2	826	[39,43,93,530,833,76,21,233,389,13,197,971,81,831,24,144,245,31,910,301,482,730,800,270,746,939,339,543,580]
2018-02-08T20:06:11.879Z	2	592	[223,984,348,313,444,393,821,251,612,332,241,83,366,124,214,913,1,232,257,330,945,982,264,582,136,611,968,409,327]
2018-02-08T20:14:43.094Z	1	741	[4,46,1028,91,1067,5,1324,2762,484,893,77,2728,186,9,154,2104,2146,559,1126,2852,2642,1695,43,79,2391,1369,2951,205,2848,548,141,933,1294,2637,939,2261,1571,2993,1712,2138,1916,2868,2861,2094,1453,1331,2289]
2018-02-08T20:14:45.079Z	1	351	[4,25,1440,5,11,650,90,106,2328,948,1908,1373,1314,2871,1659,530,2913,449,1917,269,1492,96,467,2428,1639,1267,838,725,2447,2198,2248,2867,1760,1697,817,1609,1657,250,1677,1299,1682,1257,2957,2055]
2018-02-08T20:00:38.590Z	1	49	[0,4,1398,7,1851,2975,2688,11,960,163,2537,1226,931,2039,1246,321,1017,818,978,732,2234,810,116,1273,929,2228,284,2812,2634,800,2555,2967,2208,75,791,1581,1738,2158,1912,643,2829,2667]
2018-02-08T20:06:12.178Z	1	824	[0,4,135,12,18,1028,1963,487,7,1851,1167,77,832,1409,1277,711,2537,1209,2375,2284,2209,2376,1631,926,2268,225,2887,299,2480,2984,2154,1787,1890,2759,1680,371,699,2258,2530,404,385,866,754,2192,890,66,266,2978,1743]
2018-02-08T04:04:20.885Z	1	407	[4,135,12,46,1963,255,566,1851,324,32,907,1176,1313,389,2397,650,151,142,2434,1233,1023,852,2070,1226,1321,683,1578,1631,2273,2268,359,1914,2798,2287,1810,2107,2629,1155,2133,2060,688,585,966,2657,1807,2271]
2018-02-08T19:34:13.135Z	0	421	[154,724,156,2788,471,1829,2932,2411,1482,2705,2920,1278,1328,2641,2305,1219,2013,423,2050,1534,750,2467,1172,397,1360,2283,2226,1969,2294,1793,811,626,609,2636,637,495,1453,270,1087,2749,836,678,1912,2648,1129,1445,2850,652,133,2108]
2018-02-08T20:00:39.084Z	1	109	[25,1008,12,46,58,655,1440,2715,1950,444,783,1004,2832,1722,1373,95,317,2361,1516,675,217,1352,612,2491,2139,2595,1649,1946,573,40,2474,1856,1954,708,1334,859,1772,2348,1553,2161,2332,2706,1242]
2018-02-08T20:14:46.176Z	1	529	[0,135,12,1963,91,22,1851,32,11,77,251,1392,2935,1413,1144,341,1043,384,222,1368,581,1269,1338,295,1088,2595,908,1645,838,2387,2745,2050,2247,2088,1703,830,2543,1071,2081,570,322,2128,680,1225]
2018-02-08T19:36:35.659Z	2	716	[3,1,973,17,898,48,255,487,445,502,976,324,258,173,897,97,111,98,714,831,584,148,140,919,512,278,652,155,936,965,585,332,396,303]
2018-02-08T19:37:05.855Z	2	290	[310,752,497,238,130,589,288,121,37,926,132,43,77,58,106,557,685,5,277,329,460,544,89,198,66,119,984,956,294,550,297,558]
2018-02-08T04:03:50.552Z	2	475	[127,907,588,565,175,742,494,788,642,161,481,151,46,58,210,366,635,68,313,79,596,252,342,302,950,297,383,824,504,979,478,246,883]
2018-02-08T04:02:50.835Z	0	911	[532,122,1655,742,851,1180,1411,1243,2477,2888,1352,2143,2848,1766,2674,1434,457,600,2354,1267,1841,1788,969,431,578,1484,510,734,2154,92,1763,1883,448,1688,2991,2069,1850,1745,547,1776,2843,564,2550,1878,2827,1927,981,2709]
2018-02-08T19:37:44.060Z	0	588	[91,406,474,164,2985,102,384,2810,2579,2174,1777,2689,60,1791,2012,355,1856,529,725,668,1587,1090,45,1972,1662,211,2666,342,1974,2033,2207,1848,2881,332,2981,2900,2184,1116,2818,713,2128,954,1053,89,1170,896,1495,839,1320]
2018-02-08T20:03:49.183Z	2	373	[229,377,551,497,590,650,21,4,518,73,251,212,341,97,789,928,903,43,111,325,27,456,962,42,971,948,273,812,71,704,141,853]
2018-02-08T20:06:41.850Z	1	451	[0,4,25,135,91,1398,1067,616,1440,1744,1082,576,1537,2504,238,212,1279,1722,1118,1997,577,2125,1578,1759,684,1143,2941,492,1739,1713,1042,285,1491,2528,473,1154,2015,1542,415,1256,1075,2891,1157,1834]
2018-02-08T20:01:20.578Z	0	46	[4,487,2297,122,509,2117,2424,1036,2602,1617,2576,1652,2579,1371,2591,2410,2557,1173,2733,1458,1206,2270,970,679,2288,2805,1520,2903,1635,2418,2352,1948,1438,1734,489,331,1336,2784,354,1804,1298,2246,1801,2300,595,543,2564]
2018-02-08T20:07:19.085Z	1	258	[0,4,25,135,1000,616,1518,7,1440,1851,2084,821,9,1537,138,1144,2016,1381,571,758,1181,2068,1293,2799,818,2807,756,1134,2172,295,1966,2388,1307,1173,2733,2617,55,265,346,830,979,1034,1706,452]
2018-02-08T20:02:45.853Z	2	472	[406,14,151,783,401,984,635,471,785,384,871,588,554,533,48,106,565,913,833,641,241,164,98,935,491,688,629,586,637,853,857,734]
2018-02-08T20:04:48.183Z	2	562	[229,700,925,448,929,515,9,807,449,938,53,913,522,983,215,705,838,626,316,528,312,988,242,786,780,936]
2018-02-08T20:03:23.387Z	0	54	[25,1717,2728,215,1887,2432,1226,1381,1997,2585,807,871,76,2958,878,788,2095,1072,1836,2944,561,1434,2846,2222,2354,933,2753,1718,221,1826,2267,242,123,2868,2178,2077,1760,876,2021,2218,1196,1199,890,2796,2651,2385,2495,946,2093]
2018-02-08T20:06:41.510Z	2	853	[871,13,948,555,201,593,159,832,222,361,481,135,251,32,215,403,140,758,554,6,761,240,199,121,515,529,698,75,874,259,619,345,480]
2018-02-08T20:15:47.343Z	0	708	[560,150,152,1121,2918,229,2653,2136,1389,1168,573,2460,2690,1344,1486,2837,1853,1720,1565,390,2292,1215,1916,1274,1602,2031,917,2803,1793,2496,1949,2167,2501,2701,246,267,1071,2794,741,1123,488,754,2046,2726,1835,2668,2499,1743,1843]
2018-02-08T04:04:21.084Z	1	755	[0,4,25,1008,46,1963,487,616,1167,1176,484,1082,1497,1077,197,37,154,86,636,919,559,2956,2087,665,684,2659,1504,1622,161,1444,2390,2455,1178,1510,2239,473,326,1201,2692,55,1426,501,793,2940,1878]
2018-02-08T20:09:08.832Z	2	809	[95,555,579,6,223,379,818,81,948,294,48,215,152,864,203,300,600,55,346,816,305,162,273,537,103,703]
2018-02-07T03:47:07.439Z	1	936	[25,1963,1028,255,2715,73,48,1175,444,74,77,1392,1409,711,2432,2832,2424,1378,903,559,509,1083,932,1137,2713,2782,226,2807,1902,2831,2410,2920,1563,1599,2408,1015,2240,1956,1523,409,1165]
2018-02-08T20:16:50.030Z	2	932	[868,593,931,317,163,508,77,821,892,960,393,7,832,127,683,531,68,194,130,352,803,181,188,692,795,942,358,854,458,38,820,404]
2018-02-07T03:47:09.205Z	0	835	[393,1076,557,2365,2319,137,525,2887,1444,1278,2454,372,1752,1360,1733,447,1394,2877,1104,2308,2393,1699,1715,2406,1626,855,26,2942,2596,1452,1839,2236,1385,1913,674,147,1600,488,1222,1464,2636,1297,2046,386,2221,2535,1331,2694,1825,315]
2018-02-08T20:08:17.278Z	2	810	[766,364,310,987,83,223,122,957,288,465,222,868,67,228,185,391,571,25,135,487,952,77,524,348,32,533,132,921,243,164,526,760]
2018-02-08T20:06:12.396Z	1	545	[0,4,1008,1028,616,255,1518,5,393,406,1176,533,1059,1628,414,833,1356,2424,373,984,683,1698,1329,2086,1809,579,1002,2653,1134,2936,2674,706,1998,717,2012,2733,2193,2345,454,694,1994,405,2452,536,2929,1334,2503,2488,2153]
2018-02-08T19:33:14.153Z	2	965	[919,112,77,389,186,7,533,225,897,590,924,617,598,591,119,944,909,600,658,486,751,935,109,431,876,994,969,945,520,714,647,315,446,920,121,348,91]
2018-02-08T04:03:21.365Z	1	91	[1008,135,12,18,1000,1067,487,616,255,7,1176,1744,2862,1392,106,210,1628,414,1305,373,1351,1150,1061,2268,884,2830,2730,1869,2428,1035,1841,1145,2076,281,790,1724,842,308,1609,523,1681,2702,2655,2331,250,2895,483]
2018-02-08T20:17:51.998Z	2	982	[194,140,913,229,918,153,58,110,444,22,7,112,393,984,526,574,932,31,521,897,530,450,274,953,335,301,347,705,950,924,465,211]
2018-02-08T20:07:51.035Z	1	896	[0,1008,46,91,1518,5,1167,21,324,2862,1164,215,31,2504,1171,2104,687,2947,987,1043,758,1018,675,2191,2268,884,1552,1037,182,795,2136,1278,2339,1799,1817,1011,2662,979,538,1740,661,2221,1357,718,2488,2638]
2018-02-08T20:07:19.360Z	1	363	[0,1028,2975,1744,186,2252,2567,2432,2104,1655,2448,132,474,2087,81,401,646,2763,2063,294,2523,217,1143,1627,1269,365,286,971,161,1512,2120,205,1960,1828,548,244,1534,1764,274,734,2716,394,480,1212]
2018-02-07T03:47:06.195Z	2	672	[20,63,14,4,91,32,6,89,96,50]
2018-02-08T20:09:38.345Z	1	959	[0,4,18,616,2084,1324,73,32,1175,533,952,215,3,1814,15,2328,1359,163,2518,1286,36,1443,683,2429,2585,1073,2782,2027,1120,983,527,295,2054,829,2745,264,1688,2312,75,2052,2420,2891,2543,2005,716,1251]
2018-02-08T19:33:45.558Z	1	223	[0,25,1008,46,1398,616,255,1440,1778,484,952,1289,2367,1978,2160,2117,852,401,577,1368,649,1633,651,1069,1716,2872,2497,2247,790,443,1571,2437,1953,2312,343,1303,1961,2938,2961,768,1511,846,2450]
2018-02-08T19:37:44.343Z	1	844	[0,25,46,1398,1067,566,2715,112,32,367,90,2367,56,1209,127,2202,1632,766,500,2624,2754,1243,285,2869,2411,2404,2377,1486,264,1724,1680,2898,2734,1297,2736,990,877,2511,2804]
2018-02-08T19:33:44.603Z	2	216	[341,956,373,366,608,492,446,885,210,574,907,913,12,91,58,783,153,648,213,382,447,923,775,65,398,311,506,737,822,877]
2018-02-08T20:17:52.393Z	0	277	[12,616,251,132,1844,912,2063,2366,593,579,1670,2096,2480,2341,2570,1675,1526,2451,464,2435,1015,2387,2494,2631,750,2293,248,2616,1714,314,2672,2226,930,2142,2214,1543,2048,1372,1217,2929,2543,103,2734,1728,2348,1230,1449,2271,2915,663]
2018-02-08T04:01:52.037Z	1	593	[0,25,1008,1028,165,487,2715,406,533,367,74,1277,210,2700,177,2769,2343,766,2642,365,978,1679,1072,78,2411,392,296,1669,2757,1335,2076,704,510,1571,1618,812,2401,2948,2306,334,1878,1748,1531,656]
2018-02-08T19:34:39.429Z	2	893	[446,577,229,957,851,359,137,588,601,785,566,31,252,210,90,783,258,389,393,121,86,912,854,612,207,426,290,674]
2018-02-08T20:09:37.543Z	2	502	[759,37,294,142,389,367,616,46,165,11,821,14,121,593,174,796,669,694,686,627,83,721,405,44,964,741,562,549,133,293]
2018-02-08T19:33:46.241Z	1	256	[4,1963,1518,566,1950,1832,74,2862,960,1497,1893,2504,17,1023,1968,635,86,948,494,1840,2505,2250,1695,2603,700,279,2525,1818,457,802,2723,1406,1145,1904,1994,405,2421,92,1569,2938,699,1728,754,1199,2204,1296]
2018-02-08T19:34:39.821Z	1	220	[4,135,1028,1963,1398,1067,48,1950,1778,445,1313,367,90,414,333,1413,815,2019,2160,2956,1321,1613,33,1617,1198,1081,2675,1227,1002,1193,2,810,2853,728,2660,2680,431,2960,2355,2826,1116,2478,2514]
2018-02-08T20:10:44.831Z	2	124	[199,655,212,156,509,831,106,508,83,74,292,683,776,589,550,518,514,992,305,942,828,863,206]
2018-02-08T20:12:47.806Z	0	678	[1028,324,1175,2146,2424,102,2141,301,1651,756,1428,814,2095,2951,2830,1072,1896,115,2772,1922,1493,264,2260,65,1724,2020,2472,1366,166,2826,2414,403,2677,1988,1949,2113,1625,1472,2718,691,1468,2550,1813,1456,1230,2316,1354,2988,2162]
2018-02-08T19:35:11.494Z	1	556	[0,4,18,91,1398,1440,406,2215,1022,960,2728,348,2627,63,56,2432,1023,1560,1209,948,2039,232,201,2203,2905,2263,2491,2111,1902,2476,2357,2772,491,82,2103,961,2107,2466,2077,1528,2865,1412,277,2529]
2018-02-08T20:09:37.810Z	0	328	[1778,1175,1313,1893,2947,1226,2783,2505,1291,98,33,590,2168,2556,429,1827,884,1504,744,1818,1563,542,454,786,2924,2219,2049,2834,291,259,2971,670,2207,1159,1630,2816,2938,2071,997,603,1122,1448,2503,2075,1298,87,2385,1823,2126]
2018-02-08T20:20:34.303Z	0	985	[444,197,2273,926,2763,1517,2556,1239,359,649,295,1169,190,344,1307,1060,933,2339,2216,1394,1294,1556,1188,1626,2340,2943,2508,1630,2010,331,399,375,227,1740,2337,2021,2046,1165,1199,168,1240,680,1945,2972,1138,2394,2231,2973,2324]
